MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade
1.091807170495462,1.0756236401371204,-0.0488393864959038,-0.2804924605775016,2.5215554652028715,1.813920029061789,0.6833637416750195,1.9177554513571016,0.5725390685975954,1.1956938200922778,0.3109465003452963,-0.1925224682896972,0.7848163428370591,0.6171603220166149
-1.0900393480043746,-1.4123704056499913,-0.3491076688237324,-0.1019178770029269,1.31038137310428,1.424878392104962,0.9166792403846056,1.608865524196154,0.5725390685975954,2.1846135209204776,2.0787394467093145,0.8166566795682102,2.0498622240531006,0.4290111686681381
-0.063288045180922,-1.4123704056499913,-0.2633167310157814,-0.4144233982584326,-0.3045174163605091,0.2577534812344818,-1.8831067441304288,-1.4800337474133236,-2.0786353644433757,-0.2876857311500217,0.7528947369363009,-1.9585859770410357,-1.4290139492910132,-1.8287786715135823
-0.063288045180922,-0.2338469102771488,-0.3062121999197569,-0.0572742311092833,-0.3045174163605091,-0.1312881557223449,-0.2498982531633252,0.373305815552363,0.7764755634469008,-0.2876857311500217,-0.1310017362457082,-0.1925224682896972,0.4685548725330488,0.8053094753650915
-0.063288045180922,1.010150112616407,-0.3062121999197569,-0.3251361064711453,-0.3045174163605091,-0.1312881557223449,1.1499947390941918,-0.2444740387695325,0.1646660788989845,-0.2876857311500217,-0.1310017362457082,1.321246253497164,-0.7964910086829925,0.2408620153196614
-0.063288045180922,-1.2814233506085644,-0.2633167310157814,-0.2804924605775016,-0.3045174163605091,0.2577534812344818,-0.2498982531633252,0.6821957427133108,0.9804120582962064,-0.2876857311500217,0.3109465003452963,-0.1925224682896972,0.7848163428370591,0.9934586287135682
-1.2183832608573062,1.010150112616407,-0.0488393864959038,-0.3251361064711453,-0.3045174163605091,-0.1312881557223449,-0.4832137518729115,0.373305815552363,0.36860257374829,-0.2876857311500217,-0.1310017362457082,-0.4448172552541741,0.4685548725330488,0.4290111686681381
1.091807170495462,0.9446765850956936,3.4256935947261136,3.5588610862758534,-0.3045174163605091,0.6467951181913085,-0.016582754453739,-1.4800337474133236,-2.0786353644433757,-0.2876857311500217,0.7528947369363009,0.0597723186747796,-1.4290139492910132,-1.8287786715135823
-1.2183832608573062,0.9446765850956936,-0.0488393864959038,-0.0572742311092833,-0.3045174163605091,-0.5203297926791717,-0.2498982531633252,-0.2444740387695325,0.5725390685975954,-0.2876857311500217,-0.5729499728367128,0.0597723186747796,0.1522934022290384,0.9934586287135682
1.091807170495462,0.9446765850956936,-0.0488393864959038,-0.0572742311092833,-0.3045174163605091,-0.1312881557223449,0.4500482429654333,0.0644158883914152,0.1646660788989845,-0.2876857311500217,-0.1310017362457082,0.3120671056392565,-0.1639680680749718,0.6171603220166149
-1.2183832608573062,-0.2338469102771488,-0.0488393864959038,-0.1912051687902143,-0.3045174163605091,0.2577534812344818,-0.016582754453739,0.373305815552363,0.36860257374829,-0.2876857311500217,0.7528947369363009,0.3120671056392565,0.7848163428370591,0.4290111686681381
-0.063288045180922,1.010150112616407,-0.0488393864959038,-0.0126305852156396,2.9252801625690688,2.2029616660186155,0.9166792403846056,1.9177554513571016,0.7764755634469008,3.1735332217486776,2.0787394467093145,0.8166566795682102,1.7336007537490905,0.8053094753650915
